,Timestamp,Age,Gender,Country,state,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence,comments,cleaned_employees,Gender_clean
283,2014-08-27 14:10:47,35,male,United States,NY,No,Yes,Yes,Sometimes,26-100,No,Yes,Yes,Yes,No,No,Yes,Somewhat difficult,Yes,No,No,Some of them,No,Maybe,unknown,No,unknown,300.0,Male
284,2014-08-27 14:10:53,25,Male,Canada,unknown,No,No,No,Sometimes,100-500,No,No,unknown,unknown,No,No,unknown,unknown,No,No,Some of them,Some of them,No,Yes,No,No,unknown,15.0,Male
285,2014-08-27 14:11:46,27,Male,United Kingdom,unknown,No,Yes,Yes,Sometimes,6-25,No,Yes,No,No,No,No,Yes,Somewhat easy,unceratin,unceratin,Yes,Yes,Yes,Yes,Yes,No,Hi Ed it's Paul Dragoonis. I have Aspergers/High Functioning Autism :-),1001.0,Male
286,2014-08-27 14:11:52,26,Female,United States,WA,No,Yes,Yes,Rarely,More than 1000,No,Yes,Yes,unknown,unknown,unknown,unknown,unknown,unceratin,No,Some of them,Some of them,No,No,unknown,No,unknown,63.0,Female
287,2014-08-27 14:11:55,18,Male,United States,WA,No,No,No,Never,26-100,No,Yes,unknown,unknown,unknown,unknown,unknown,Very easy,No,No,Some of them,Some of them,No,Maybe,Yes,No,unknown,3.0,Male
288,2014-08-27 14:13:02,38,Female,United States,TX,No,No,Yes,Sometimes,1-5,No,Yes,No,Yes,No,No,unknown,unknown,No,unceratin,Some of them,No,No,No,unknown,Yes,The form of mental health problem that I suffer is anxiety.,1001.0,Female
289,2014-08-27 14:13:16,26,Female,United States,TX,No,Yes,Yes,Rarely,More than 1000,Yes,Yes,Yes,Yes,Yes,unknown,unknown,Somewhat easy,unceratin,No,Some of them,No,No,No,unknown,No,unknown,3.0,Female
290,2014-08-27 14:13:24,30,Male,Switzerland,unknown,Yes,No,No,Never,1-5,No,Yes,No,No,No,No,No,Somewhat easy,No,No,Yes,Yes,No,No,Yes,No,unknown,1001.0,Male
291,2014-08-27 14:14:52,35,male,United States,CA,No,No,No,Never,More than 1000,No,Yes,unknown,No,No,unknown,unknown,unknown,Yes,unceratin,Some of them,Some of them,No,No,unknown,No,unknown,1001.0,Male
292,2014-08-27 14:15:13,45,male,United States,NY,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes,unknown,unknown,Yes,unknown,unceratin,No,Some of them,Some of them,No,Maybe,unknown,No,unknown,1001.0,Male
293,2014-08-27 14:15:21,32,Male,United States,CA,No,No,No,Never,More than 1000,No,Yes,Yes,No,No,unknown,unknown,unknown,unceratin,No,Some of them,Some of them,No,No,unknown,No,unknown,1001.0,Male
294,2014-08-27 14:15:57,56,Male,United States,unknown,No,No,Yes,Never,More than 1000,No,Yes,Yes,unknown,unknown,unknown,unknown,unknown,No,unceratin,Yes,Some of them,No,Maybe,unknown,No,unknown,750.0,Male
295,2014-08-27 14:16:00,24,Female,United States,CA,No,No,No,Sometimes,500-1000,No,Yes,unknown,unknown,No,unknown,unknown,unknown,unceratin,unceratin,Some of them,No,No,Maybe,No,No,unknown,63.0,Female
296,2014-08-27 14:18:20,30,F,United States,SC,No,Yes,Yes,Sometimes,26-100,No,Yes,Yes,Yes,Yes,unknown,unknown,Very easy,No,No,Yes,Yes,No,Yes,Yes,No,unknown,1001.0,Female
297,2014-08-27 14:18:41,60,male,United States,CA,No,No,No,Sometimes,More than 1000,No,Yes,Yes,No,unknown,Yes,unknown,unknown,No,No,Some of them,Yes,Maybe,Maybe,Yes,No,unknown,1001.0,Male
298,2014-08-27 14:18:44,33,Male,United States,CA,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,No,Yes,Yes,unknown,unknown,Yes,No,No,No,No,Maybe,unknown,No,unknown,1001.0,Male
299,2014-08-27 14:19:08,37,M,United States,NY,No,No,No,Never,More than 1000,No,Yes,Yes,Yes,Yes,Yes,unknown,unknown,No,No,Some of them,Yes,Maybe,Maybe,unknown,No,unknown,1001.0,Male
300,2014-08-27 14:19:12,23,Female,United States,NY,No,No,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes,Yes,Yes,unknown,unknown,No,No,Some of them,Some of them,No,No,Yes,No,unknown,1001.0,Female
301,2014-08-27 14:20:08,31,f,United States,CA,No,No,Yes,Sometimes,More than 1000,No,Yes,Yes,unknown,unknown,unknown,Yes,Somewhat easy,No,No,Yes,Yes,No,No,Yes,No,unknown,300.0,Female
302,2014-08-27 14:20:43,26,Male,United States,MA,No,No,No,Rarely,100-500,No,Yes,Yes,unknown,No,unknown,unknown,unknown,No,No,Some of them,Yes,No,Maybe,unknown,No,unknown,300.0,Male
303,2014-08-27 14:21:37,28,female,United States,WA,No,Yes,Yes,Often,100-500,Yes,No,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Yes,No,Some of them,Yes,No,No,Yes,No,unknown,1001.0,Female
304,2014-08-27 14:21:42,37,F,United States,CA,No,No,Yes,Rarely,More than 1000,No,Yes,Yes,Yes,unknown,Yes,unknown,Somewhat easy,No,No,Some of them,Yes,No,No,Yes,No,unknown,15.0,Female
305,2014-08-27 14:22:00,26,male,Canada,unknown,No,Yes,Yes,Often,6-25,No,Yes,Yes,No,No,unknown,unknown,unknown,unceratin,No,Some of them,Some of them,Maybe,Maybe,Yes,No,unknown,63.0,Male
306,2014-08-27 14:22:36,30,queer/she/they,United States,IL,No,Yes,Yes,Rarely,26-100,No,Yes,Yes,unknown,No,No,unknown,Somewhat easy,unceratin,No,Some of them,Yes,No,No,unknown,No,unknown,63.0,Other
307,2014-08-27 14:22:43,26,M,United States,IN,No,No,No,Sometimes,26-100,No,Yes,No,No,No,No,unknown,unknown,No,No,Some of them,Some of them,No,No,unknown,Yes,unknown,63.0,Male
308,2014-08-27 14:22:43,25,Male,United States,OR,No,No,No,Sometimes,26-100,Yes,Yes,unknown,unknown,No,unknown,unknown,unknown,No,No,Some of them,Yes,No,No,unknown,No,unknown,300.0,Male
309,2014-08-27 14:23:51,27,Male,United States,TN,No,No,No,Sometimes,100-500,No,Yes,Yes,unknown,Yes,Yes,unknown,unknown,unceratin,No,Some of them,Yes,No,Maybe,unknown,No,The thought of going through my employer directly to get help is fucking scary.Getting help is the hardest part of getting help.,15.0,Male
310,2014-08-27 14:23:53,25,Male,Canada,unknown,No,No,Yes,Often,6-25,Yes,No,unknown,No,No,unknown,unknown,Somewhat difficult,Yes,unceratin,No,No,No,Maybe,unknown,No,unknown,300.0,Male
311,2014-08-27 14:24:15,35,male,United States,OR,No,No,Yes,Rarely,100-500,No,Yes,Yes,unknown,unknown,Yes,unknown,unknown,No,No,Some of them,Yes,No,No,unknown,No,unknown,3.0,Male
312,2014-08-27 14:25:41,36,Male,United States,WA,Yes,No,Yes,Never,1-5,No,Yes,No,Yes,No,No,unknown,Somewhat easy,unceratin,No,Some of them,Yes,No,No,Yes,No,unknown,1001.0,Male
313,2014-08-27 14:25:54,26,Male,United States,CA,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,unknown,No,unknown,unknown,unknown,Yes,No,No,No,No,No,No,No,unknown,1001.0,Male
314,2014-08-27 14:26:32,27,Male,United States,CA,No,Yes,No,Sometimes,More than 1000,No,Yes,unknown,No,unknown,unknown,unknown,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No,Don't know because I haven't checked not because it's difficult to find out. If you didn't have the don't know option I would've looked up the answer.,15.0,Male
315,2014-08-27 14:27:20,30,male,United States,VT,No,No,No,Sometimes,6-25,No,No,unknown,unknown,No,unknown,unknown,unknown,unceratin,unceratin,Some of them,Some of them,No,No,unknown,No,unknown,300.0,Male
316,2014-08-27 14:27:27,29,M,United States,NY,No,No,No,Sometimes,100-500,No,No,unknown,unknown,No,unknown,unknown,unknown,unceratin,No,No,No,No,Maybe,unknown,No,unknown,1001.0,Male
317,2014-08-27 14:27:28,25,Male,United States,UT,No,No,No,Never,More than 1000,No,No,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No,unknown,1001.0,Male
318,2014-08-27 14:27:51,22,Female,United States,NY,No,Yes,Yes,Often,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,unceratin,No,No,Some of them,No,No,Yes,Yes,unknown,63.0,Female
319,2014-08-27 14:28:28,29,male,Latvia,NY,No,No,No,Sometimes,26-100,No,Yes,No,Yes,No,No,unknown,Somewhat easy,unceratin,unceratin,Some of them,Some of them,No,No,unknown,No,unknown,300.0,Male
320,2014-08-27 14:28:41,41,Male,United States,SD,No,Yes,Yes,Rarely,100-500,Yes,Yes,Yes,Yes,unknown,Yes,Yes,Somewhat easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No,unknown,1001.0,Male
321,2014-08-27 14:28:43,29,Male,United States,CA,No,No,Yes,Sometimes,More than 1000,No,Yes,Yes,No,No,unknown,unknown,unknown,Yes,No,Some of them,Some of them,No,Maybe,No,No,unknown,750.0,Male
322,2014-08-27 14:28:49,32,Male,United States,OR,No,No,No,Never,500-1000,No,Yes,Yes,unknown,unknown,Yes,Yes,Somewhat easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No,unknown,1001.0,Male
323,2014-08-27 14:28:51,24,female,United States,CA,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes,No,Yes,Yes,unknown,unceratin,No,Some of them,No,No,Maybe,unknown,No,unknown,15.0,Female
324,2014-08-27 14:29:19,25,Male,United States,CA,No,No,Yes,Rarely,6-25,No,Yes,Yes,No,unknown,No,unknown,unknown,unceratin,No,No,No,No,No,unknown,No,unknown,1001.0,Male
325,2014-08-27 14:30:33,25,m,United States,CA,No,No,No,Sometimes,More than 1000,No,Yes,unknown,unknown,unknown,unknown,unknown,unknown,unceratin,No,No,No,No,Maybe,unknown,No,unknown,1001.0,Male
326,2014-08-27 14:31:06,30,Female,United States,CO,No,No,No,Never,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,unceratin,unceratin,No,Some of them,No,No,unknown,No,unknown,1001.0,Female
327,2014-08-27 14:31:28,25,Male,United States,CA,No,Yes,Yes,Sometimes,More than 1000,No,Yes,unknown,unknown,unknown,Yes,unknown,unknown,No,No,Yes,Yes,No,No,Yes,No,unknown,3.0,Male
328,2014-08-27 14:31:44,30,Male,United States,OH,Yes,No,No,Never,1-5,Yes,Yes,No,Yes,No,No,unknown,unknown,unceratin,No,Some of them,Some of them,No,Maybe,unknown,No,unknown,3.0,Male
329,2014-08-27 14:32:22,33,male,Germany,unknown,Yes,Yes,Yes,Rarely,1-5,No,No,No,No,No,No,unknown,Somewhat difficult,Yes,Yes,No,No,Maybe,No,Yes,Yes,unknown,63.0,Male
330,2014-08-27 14:32:46,24,Male,United States,WA,No,No,No,Sometimes,26-100,No,Yes,Yes,unknown,Yes,Yes,Yes,Very easy,No,No,Some of them,Some of them,No,Maybe,Yes,No,unknown,1001.0,Male
331,2014-08-27 14:33:44,25,Male,Canada,unknown,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes,No,unknown,unknown,unknown,Yes,unceratin,Some of them,No,No,No,No,No,unknown,300.0,Male
332,2014-08-27 14:34:47,31,Male,United States,OH,No,No,No,Sometimes,100-500,No,No,unknown,No,No,No,Yes,Somewhat easy,unceratin,No,No,No,No,Yes,No,No,unknown,3.0,Male
333,2014-08-27 14:37:33,45,Male,Ireland,unknown,Yes,No,Yes,Often,1-5,No,Yes,No,No,No,No,unknown,Very difficult,No,No,No,No,No,No,unknown,No,unknown,15.0,Male
334,2014-08-27 14:37:35,29,m,Romania,unknown,No,No,No,Sometimes,6-25,Yes,No,No,Yes,No,No,unknown,unknown,unceratin,unceratin,Some of them,Some of them,Maybe,Maybe,No,No,unknown,63.0,Male
335,2014-08-27 14:37:46,46,M,United States,WA,No,No,No,Never,26-100,No,Yes,Yes,unknown,Yes,unknown,unknown,Very easy,No,No,Some of them,Some of them,Maybe,Maybe,unknown,No,unknown,63.0,Male
336,2014-08-27 14:38:06,30,Male,United Kingdom,unknown,No,No,Yes,Sometimes,26-100,No,Yes,unknown,No,No,unknown,unknown,unknown,Yes,unceratin,No,No,No,Maybe,unknown,No,unknown,1001.0,Male
337,2014-08-27 14:38:13,29,F,United States,CA,Yes,No,No,Sometimes,More than 1000,No,Yes,Yes,unknown,unknown,No,unknown,Very easy,unceratin,unceratin,Some of them,Some of them,No,No,unknown,No,unknown,1001.0,Female
338,2014-08-27 14:38:26,24,Male,United States,MA,No,No,No,Sometimes,More than 1000,No,Yes,Yes,Yes,unknown,unknown,Yes,unknown,Yes,No,No,No,No,Maybe,unknown,No,I think there might be some bugs in my thought but I haven't sought treatment because they're not worse than annoying and I worry about having the label.,63.0,Male
339,2014-08-27 14:38:49,29,male,United States,WA,No,No,No,Sometimes,26-100,No,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Some of them,Yes,No,Maybe,Yes,No,I think a lot of our policy is based on a situation that occurred in the past 5 years. A very public mental illness happened with a coworker that unfortunately ended negatively. It was definitely a catalyst to talking about our options but the overall sentiment of it being OK to take time off talk with your supervisors etc. has always been there. It's a great company.,63.0,Male
340,2014-08-27 14:38:54,35,Male,United States,MI,No,No,No,Sometimes,26-100,No,No,unknown,unknown,No,unknown,unknown,unknown,No,No,Yes,Yes,No,No,No,No,unknown,63.0,Male
341,2014-08-27 14:39:07,33,f,United States,WA,No,Yes,No,Sometimes,26-100,Yes,Yes,No,Yes,No,No,unknown,Very difficult,Yes,unceratin,Some of them,Some of them,No,Maybe,No,No,unknown,1001.0,Female
342,2014-08-27 14:39:20,27,Male,United States,CA,No,No,No,Sometimes,More than 1000,No,Yes,unknown,unknown,unknown,unknown,unknown,Very easy,Yes,No,No,No,No,Maybe,No,No,Regardless of a stated lack of negative consequences for discussing mental health issues with coworkers/superiors unconscious bias is a very real thing - as long as I don't *need* to inform my co-workers my mental health issues do not need to be public knowledge.,1001.0,Male
343,2014-08-27 14:41:09,36,Male,United States,IA,No,No,No,Sometimes,More than 1000,No,Yes,unknown,unknown,unknown,unknown,unknown,unknown,unceratin,No,Some of them,Some of them,No,No,unknown,No,unknown,3.0,Male
344,2014-08-27 14:41:16,33,Male,United Kingdom,unknown,No,No,No,Rarely,1-5,Yes,Yes,unknown,No,No,No,unknown,unknown,Yes,unceratin,No,No,No,Maybe,No,No,unknown,63.0,Male
345,2014-08-27 14:44:29,25,F,United States,WA,No,Yes,Yes,Sometimes,26-100,No,Yes,Yes,Yes,No,No,Yes,unknown,No,No,Some of them,Yes,No,No,unknown,No,unknown,300.0,Female
346,2014-08-27 14:45:12,23,Male,United States,AL,No,Yes,Yes,Sometimes,100-500,No,No,unknown,No,No,No,unknown,unknown,No,No,Yes,Yes,Maybe,Yes,unknown,No,YOU MAY WANT TO THROW OUT MY ENTRY.I answered all of these questions with the assumption that Attention Deficit Disorder is considered a mental illness and with ADD in mind.,1001.0,Male
347,2014-08-27 14:45:45,54,M,United States,CA,No,Yes,Yes,Never,More than 1000,No,Yes,unknown,No,Yes,Yes,unknown,unknown,No,No,No,Yes,No,No,unknown,No,unknown,1001.0,Male
348,2014-08-27 14:47:10,22,Male,United States,CA,No,No,No,Sometimes,More than 1000,No,Yes,unknown,No,unknown,unknown,unknown,unknown,unceratin,No,Some of them,No,No,Maybe,unknown,No,unknown,1001.0,Male
349,2014-08-27 14:47:28,25,non-binary,United States,CA,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes,unknown,unknown,unknown,unknown,unceratin,No,Some of them,Some of them,No,No,Yes,No,unknown,15.0,Other
350,2014-08-27 14:49:08,29,Male,Belgium,unknown,No,No,No,Often,6-25,No,No,unknown,No,No,No,unknown,unknown,unceratin,No,Yes,Yes,Maybe,Maybe,unknown,No,In Belgium we have all medical care so perhaps some question are not relevant,1001.0,Male
351,2014-08-27 14:49:30,27,Male,United States,MA,No,No,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,unknown,No,No,No,No,No,Yes,Yes,No,unknown,15.0,Male
352,2014-08-27 14:51:29,30,Male,United Kingdom,unknown,No,No,No,Never,6-25,No,Yes,No,No,No,unknown,unknown,Very easy,No,No,Some of them,Yes,No,Maybe,Yes,No,A co-worker recently had mental health issues and my employer was very reasonable with them I don't know the full story but I do know that he was given ample time off and eased back in to the work place.,1001.0,Male
353,2014-08-27 14:52:44,26,male,United States,CA,No,Yes,Yes,Often,More than 1000,No,Yes,Yes,unknown,unknown,Yes,unknown,unknown,unceratin,No,Some of them,No,No,No,unknown,No,unknown,15.0,Male
354,2014-08-27 14:52:53,25,Female,Sweden,unknown,No,Yes,No,Sometimes,6-25,No,Yes,Yes,Yes,Yes,No,unknown,Somewhat easy,No,No,Some of them,Yes,No,No,No,No,unknown,750.0,Female
355,2014-08-27 14:53:11,31,Male,United States,CA,No,No,Yes,Sometimes,500-1000,No,No,No,Yes,No,unknown,Yes,unknown,No,No,Some of them,No,No,No,No,No,unknown,63.0,Male
356,2014-08-27 14:54:23,33,M,United States,IN,No,Yes,Yes,Sometimes,26-100,No,Yes,unknown,unknown,No,No,unknown,unknown,unceratin,No,Some of them,Some of them,No,No,unknown,No,unknown,1001.0,Male
357,2014-08-27 14:54:56,34,M,United States,WA,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes,unknown,Yes,Yes,unknown,unceratin,unceratin,No,No,No,No,unknown,No,unknown,300.0,Male
358,2014-08-27 14:57:46,34,Male,United States,WA,No,No,Yes,Sometimes,100-500,Yes,Yes,No,No,No,No,unknown,Somewhat easy,Yes,Yes,Some of them,Some of them,No,Maybe,unknown,No,unknown,3.0,Male
359,2014-08-27 14:58:01,29,M,United States,IN,Yes,No,No,Sometimes,1-5,Yes,Yes,No,Yes,No,No,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No,unknown,15.0,Male
360,2014-08-27 14:59:59,33,Femake,United States,WA,No,No,No,Sometimes,6-25,No,Yes,No,No,No,No,unknown,Somewhat difficult,unceratin,No,Some of them,Some of them,No,No,unknown,No,unknown,63.0,Male
361,2014-08-27 15:03:56,34,male,Germany,unknown,Yes,Yes,Yes,Rarely,26-100,Yes,Yes,No,No,No,unknown,unknown,Somewhat difficult,No,No,Yes,Yes,No,Maybe,Yes,No,unknown,300.0,Male
362,2014-08-27 15:04:41,26,male,United States,OK,Yes,Yes,Yes,Rarely,100-500,Yes,No,No,No,No,unknown,No,unknown,unceratin,No,Some of them,Yes,No,Yes,No,No,unknown,1001.0,Male
363,2014-08-27 15:05:00,32,Male,United States,MI,No,Yes,Yes,Rarely,More than 1000,No,No,Yes,Yes,Yes,Yes,Yes,unknown,No,No,Some of them,Yes,No,Yes,Yes,No,unknown,1001.0,Male
365,2014-08-27 15:09:58,28,Male,United States,GA,No,Yes,Yes,Sometimes,More than 1000,No,Yes,unknown,unknown,No,unknown,unknown,Somewhat difficult,unceratin,unceratin,No,No,No,No,No,No,unknown,300.0,Male
366,2014-08-27 15:11:30,35,Male,United States,CA,No,Yes,No,Sometimes,More than 1000,No,Yes,Yes,No,Yes,Yes,Yes,Very easy,No,No,Some of them,Yes,No,No,unknown,No,unknown,300.0,Male
367,2014-08-27 15:13:33,36,Male,United States,unknown,No,Yes,Yes,Often,100-500,No,Yes,No,Yes,No,No,Yes,Very easy,No,No,Some of them,Some of them,No,No,unknown,No,unknown,15.0,Male
368,2014-08-27 15:14:50,21,Male,United States,IN,No,Yes,Yes,Rarely,100-500,No,Yes,Yes,No,No,unknown,Yes,unknown,No,No,Yes,Yes,Maybe,Maybe,unknown,No,unknown,1001.0,Male
369,2014-08-27 15:15:29,21,Male,United Kingdom,unknown,No,No,Yes,Sometimes,6-25,No,No,unknown,unknown,No,No,No,Very easy,Yes,No,Some of them,No,No,Maybe,No,No,unknown,1001.0,Male
370,2014-08-27 15:15:42,22,F,United States,WA,No,No,No,Sometimes,More than 1000,No,Yes,Yes,No,Yes,Yes,Yes,Somewhat easy,No,No,No,Some of them,No,No,Yes,No,unknown,1001.0,Female
371,2014-08-27 15:20:53,41,m,United States,WA,No,Yes,Yes,Often,More than 1000,No,Yes,Yes,No,Yes,Yes,unknown,Somewhat difficult,unceratin,No,Yes,Some of them,No,Maybe,No,Yes,unknown,63.0,Male
372,2014-08-27 15:21:59,55,M,United States,PA,No,Yes,Yes,Rarely,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,No,No,Yes,No,My refer to the mental health issue of depression.  I might answer differently if I was talking about a more serious issue like schizophrenia,63.0,Male
373,2014-08-27 15:22:20,32,F,United States,WA,No,No,Yes,Sometimes,26-100,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,unceratin,No,Some of them,Yes,No,Maybe,Yes,No,My employer does what they can providing a wellness program and pointing it out after particularly stressful times. But the interaction between the wellness program and the medical insurance is unpleasant and finding a long-term therapist / psychiatrist covered by insurance is amazingly difficult. My current lack of active treatment is due to insurance friction more than workplace friction.,63.0,Female
374,2014-08-27 15:22:26,21,F,United States,CA,No,Yes,Yes,Rarely,26-100,No,Yes,unknown,unknown,unknown,No,unknown,Somewhat easy,Yes,No,Some of them,No,No,Yes,unknown,No,unknown,1001.0,Female
375,2014-08-27 15:22:43,45,M,United States,MA,No,No,Yes,Never,26-100,Yes,Yes,Yes,Yes,unknown,unknown,unknown,unknown,unceratin,No,No,Some of them,No,Maybe,unknown,No,unknown,63.0,Male
376,2014-08-27 15:22:45,27,female,United States,WA,No,No,Yes,Rarely,More than 1000,No,Yes,Yes,Yes,No,No,Yes,unknown,Yes,unceratin,No,No,No,No,No,No,unknown,1001.0,Female
377,2014-08-27 15:22:50,25,Female,United States,WA,No,Yes,Yes,Sometimes,26-100,Yes,Yes,unknown,No,No,No,unknown,unknown,unceratin,No,Some of them,Yes,No,No,Yes,No,unknown,1001.0,Female
378,2014-08-27 15:22:52,34,woman,United States,NY,No,Yes,Yes,Rarely,More than 1000,No,No,Yes,Yes,Yes,Yes,Yes,Very difficult,unceratin,unceratin,Some of them,Some of them,No,No,Yes,No,I work for a university.,750.0,Female
379,2014-08-27 15:23:06,26,F,United States,CA,No,Yes,Yes,Never,More than 1000,No,Yes,Yes,Yes,No,Yes,Yes,unknown,unceratin,No,No,No,No,No,unknown,No,unknown,1001.0,Female
380,2014-08-27 15:23:07,41,Male,Canada,unknown,No,No,Yes,Never,500-1000,No,Yes,Yes,unknown,No,unknown,unknown,Somewhat easy,No,No,Some of them,Some of them,No,No,unknown,No,unknown,63.0,Male
381,2014-08-27 15:23:19,27,Male,United States,CA,No,No,Yes,Rarely,More than 1000,No,Yes,Yes,No,Yes,Yes,Yes,unknown,No,No,Some of them,Yes,No,Maybe,Yes,No,unknown,63.0,Male
382,2014-08-27 15:23:30,31,Make,United States,IN,No,Yes,Yes,Sometimes,26-100,Yes,Yes,Yes,No,No,No,unknown,unknown,No,No,Yes,Yes,No,No,unknown,No,unknown,15.0,Male
383,2014-08-27 15:23:33,25,Male,Germany,unknown,No,Yes,Yes,Often,26-100,Yes,Yes,No,No,No,No,Yes,Somewhat easy,No,No,Yes,Yes,No,Yes,No,No,unknown,1001.0,Male
384,2014-08-27 15:23:51,26,M,United States,NV,No,No,Yes,Sometimes,6-25,No,Yes,unknown,No,No,No,unknown,unknown,Yes,Yes,Some of them,No,No,No,No,No,unknown,750.0,Male
385,2014-08-27 15:23:51,27,female,United States,CO,No,Yes,Yes,Rarely,More than 1000,Yes,Yes,Yes,Yes,No,unknown,unknown,unknown,unceratin,unceratin,No,Yes,No,No,unknown,No,unknown,3.0,Female
386,2014-08-27 15:23:54,42,Male,New Zealand,unknown,No,No,No,Never,500-1000,No,Yes,unknown,unknown,No,No,unknown,unknown,No,No,Some of them,Yes,Maybe,Maybe,unknown,No,unknown,15.0,Male
387,2014-08-27 15:24:22,29,Nah,United States,CA,Yes,Yes,Yes,Sometimes,1-5,Yes,Yes,Yes,Yes,No,No,unknown,Very difficult,Yes,No,Some of them,No,No,Maybe,No,No,unknown,1001.0,Not specified
388,2014-08-27 15:24:27,25,female,United States,CA,No,No,Yes,Sometimes,6-25,No,Yes,unknown,unknown,No,No,unknown,Somewhat difficult,Yes,No,Some of them,No,No,Maybe,unknown,No,unknown,1001.0,Female
389,2014-08-27 15:24:28,33,Female,Sweden,unknown,No,Yes,Yes,Rarely,More than 1000,No,Yes,Yes,Yes,No,Yes,Yes,unknown,unceratin,No,Some of them,No,No,Yes,unknown,No,unknown,1001.0,Female
391,2014-08-27 15:24:47,40,female,United States,PA,No,Yes,Yes,Rarely,More than 1000,No,No,Yes,No,unknown,unknown,unknown,Somewhat easy,unceratin,unceratin,No,No,No,No,unknown,No,unknown,750.0,Female
392,2014-08-27 15:24:49,31,Male,United States,SC,No,No,No,Never,More than 1000,No,Yes,unknown,No,No,unknown,unknown,Somewhat easy,Yes,No,Some of them,No,No,No,unknown,No,unknown,1001.0,Male
393,2014-08-27 15:24:55,26,Male,Canada,unknown,No,Yes,Yes,Often,26-100,Yes,Yes,unknown,No,unknown,unknown,unknown,Very easy,No,No,Yes,Yes,No,No,Yes,No,unknown,63.0,Male
394,2014-08-27 15:24:56,24,female,United States,TX,No,Yes,No,Sometimes,500-1000,No,No,No,No,No,No,No,Very difficult,Yes,unceratin,No,No,No,Maybe,No,Yes,unknown,15.0,Female
395,2014-08-27 15:25:03,29,Male,United States,TX,No,No,No,Never,More than 1000,No,No,Yes,unknown,No,unknown,unknown,unknown,unceratin,No,Some of them,Some of them,No,No,unknown,No,unknown,300.0,Male
396,2014-08-27 15:25:09,48,M,United Kingdom,unknown,No,No,No,Sometimes,26-100,No,Yes,unknown,No,No,No,unknown,unknown,unceratin,unceratin,No,No,No,No,No,No,unknown,300.0,Male
397,2014-08-27 15:25:16,35,Male,United Kingdom,unknown,No,No,No,Sometimes,6-25,No,Yes,No,No,No,No,unknown,Very difficult,unceratin,unceratin,Some of them,Yes,No,Maybe,No,Yes,unknown,15.0,Male
398,2014-08-27 15:25:41,32,female,United States,AL,No,No,No,Never,100-500,No,Yes,unknown,unknown,No,No,unknown,unknown,unceratin,No,No,Some of them,No,Maybe,unknown,No,unknown,63.0,Female
399,2014-08-27 15:25:47,29,Male,Canada,unknown,No,No,Yes,Sometimes,100-500,No,Yes,unknown,unknown,unknown,unknown,Yes,Somewhat easy,unceratin,No,Some of them,Some of them,No,Maybe,Yes,No,Being in Canada there are several health options that are available to Canadian citizens/perm residents for free so employers may not provide resources because they are available elsewhere. Otherwise good quiz. I hope this benefits everyone who's dealt with mental health issues in the past!,1001.0,Male
400,2014-08-27 15:26:05,26,Male,United States,OR,No,Yes,Yes,Often,6-25,No,Yes,Yes,Yes,No,No,unknown,Somewhat difficult,unceratin,No,Some of them,Yes,No,No,No,No,unknown,300.0,Male
401,2014-08-27 15:26:37,28,Male,United States,NJ,No,Yes,Yes,Sometimes,26-100,No,Yes,Yes,Yes,No,No,unknown,unknown,unceratin,No,Some of them,No,No,Maybe,No,No,unknown,63.0,Male
402,2014-08-27 15:26:40,23,male,United States,CA,No,No,No,Sometimes,More than 1000,No,Yes,unknown,No,No,unknown,unknown,unknown,No,No,Some of them,Yes,No,Maybe,No,No,unknown,15.0,Male
403,2014-08-27 15:26:57,35,M,United States,CA,No,Yes,Yes,Sometimes,100-500,No,Yes,Yes,Yes,No,No,unknown,Very difficult,unceratin,unceratin,Some of them,Some of them,No,Maybe,No,Yes,I'm troubled by the way that our hiring process tends to filter out non-neurotypicals of all stripes. Competent people who act a little funny can be hard to hire.,63.0,Male
